32275	花吧怎么分期	我的花呗怎么不能分期还款了	0
32276	蚂蚁花呗是做什么的	花呗收钱是干什么的	0
32277	花呗支不支持线下消费	你的账户暂不支持花呗	0
32278	花呗积分可用于什么	花呗可用于那些方面	0
32279	app花呗服务窗在哪	花呗是核对在哪	0
32280	显示是现在的手机号那为什么淘宝又用不了支付宝的花呗，淘宝的积分又进不了支付宝	花呗为什么淘宝能用支付宝不能用	0
32281	余额宝不自动还款蚂蚁借呗	余额宝自动还款借贝	0
32282	线下商家怎么开花呗收款	商家支持花呗 有收款限额吗	0
32283	蚂蚁借呗能借款提现吗	可以提现到借呗吗	0
32284	实在不好意思，借呗逾期了	借呗还了为什还逾期	0
32285	借呗最高额度能到多少	蚂蚁借呗最高金额是多少	1
32286	花呗的手机号不是现在的手机号	花呗绑定的手机号跟支付宝是一个吗	0
32287	为什么我的蚂蚁借呗不能用，上面显示可以用***	为什么我经常使用支付宝却不能申请借呗	0
32288	蚂蚁借呗申请额度还没有提交。怎么合同都签好了	蚂蚁借呗，怎么选择先息后本。说明里有这种方式，但签合同里面确没有	0
32289	蚂蚁借呗还款有信息提醒吗	蚂蚁借呗到还款日，会提醒吗	1
32290	怎么样提升蚂蚁借呗	我的蚂蚁借呗怎么提额度呀	1
32291	我没有选择用花呗，为什么把钱给我退到花呗里面	为什么我不能用花呗付款	0
32292	借呗里面的公积金密码是什么意思	申请蚂蚁借呗，里面的公积金是什么	0
32293	为什么使用不了蚂蚁借呗	我信用很好，为什么借呗没有额度	0
32294	可以停用蚂蚁借呗吗	取消蚂蚁借呗找谁取消	0
32295	刚刚一笔***元花呗自动扣款的是扣什么的	花呗自动扣款***元 我想知道这是苹果商店里购买的什么	0
32296	用蚂蚁花呗怎么退款	用花呗分期买的衣服退款了怎么算	0
32297	借呗没有了	没有见到蚂蚁借呗	0
32298	收款吗，花呗收款有限额吗	商家花呗收款有额度吗	1
32299	我的花呗怎么提升不了	蚂蚁借呗怎么提升额度	0
32300	蚂蚁借呗可以在不满足条件的情况下主动被邀请开通么	我满足开通蚂蚁借呗的条件吗	0
32301	我的花呗封了好久了，为什么现在还不能用	怎么不能使用花呗购物了	0
32302	支付宝花呗可以改号码吗	花呗可以改绑定手机号码吗	1
32303	国庆借呗领红包	蚂蚁借呗点我领红包大概啥时候领	0
32304	花呗逾期一天会不会有什么影响	花呗不还产生什么影响	0
32305	花呗怎么提前还清分期的	花呗分期怎么提前全部还清	1
32306	我的花呗为什么额度低的让人发指	为什么借呗会调低额度	0
32307	我的花呗还款金额有误怎么办	为什么我淘宝退款了。 花呗还款金额没减	0
32308	花呗怎么取消，怎么取消	我这有个花呗，我想把它取消了，要怎么取消，谢谢	1
32309	花呗还款后 有额度	花呗额度修改时间	0
32310	为什么我开通了花呗收款和信用卡收款但还是不支持信用卡付款	我的花呗为什么不能开通收款	0
32311	用花呗怎么支付给朋友	我用支付宝俩个月了，怎么还是***的花呗	0
32312	帮我永久关闭花呗	我想永久关闭我的花呗	1
32313	花呗有么好处	朋友帮还花呗有什么好处	0
32314	如果提前还了还要用就是下个月九号	如果这个月这一天用花呗，是下个月的今天还款吗	0
32315	是不是花呗没还款就不可以用借呗	是不是因为蚂蚁花呗没还所以开不了借呗	1
32316	自己怎么提升借呗额度	借呗怎么能快速提高额度	1
32317	我做车能用花呗吗	用花呗支付的单车	0
32318	借呗已经还款，为什么负面记录还在	花呗已经还款 怎么还有负面记录	0
32319	花呗最低还款不是有利息吗	我本期花呗是否已经还完最低还款额了？我看不太懂	0
32320	借呗钱怎么没有到银行卡上	借呗后银行卡的存款为什么没有增加	0
32321	花呗红包在哪儿	花呗、红包会退回来吗	0
32322	花呗不能用在美团了吗	美团为什么不能花呗	1
32323	花呗临时余额	花呗摇临时额度	0
32324	用花呗支付的共享单车押金怎么退还	我共享单车当时用花呗付的	0
32325	借呗分期从那里扣	借呗到账会分期吗	0
32326	蚂蚁借呗什么时候能提现钱到卡上	蚂蚁借呗的钱能提现嘛	0
32327	要什么时候才能开通花呗	我大约什么时候可以开通花呗	1
32328	花呗逾期还款什么时候能再使用	我的花呗什么时候开通	0
32329	以后，如果我花呗还能用吗，就是我的意	我就想问现在我的花呗是正常使用状态吗	0
32330	淘宝商家支付花呗付款，可是付款时不能使用花呗	不是现在淘宝买同学花呗使用不了了	0
32331	蚂蚁借呗还完了什么时候恢复额度	蚂蚁借呗停用后何时能恢复	0
32332	银行卡还借呗限制	招商银行蚂蚁借呗还款限额是多少	0
32333	花呗认证失败怎么办	为什么我的花呗老是提示认证失败	1
32334	蚂蚁借呗能先利后本的还吗	借呗有先息后本吗	1
32335	我刚买的时候直接花呗付款***了	和我在花呗里还款时候 选择分期还款	0
32336	用花呗分期付款买了一样东西 退款后花呗会扣钱吗	花呗分期商品退货了	0
32337	蚂蚁借呗的额度能不能降低	能不能降低，借呗额度	0
32338	还花呗银行卡被重复扣款	银行卡扣款为什么会退到花呗	0
32339	双十一花呗显示未入账金额与实际不符	蚂蚁花呗金额和账单金额不符	1
32340	借呗怎么才可以再用	如何使借呗可用	1
32341	直接点击借呗，然后借款两万，分十二月还，显示的利息为一千三百多，具体的还款日没看	借两万分***个月等额等息每个月还多少	0
32342	我这花呗能不能开了	花呗不能用了，可不可以重新开通	0
32343	蚂蚁借呗十二月还款怎么选	借呗怎么自己设置还款时间	0
32344	用蚂蚁花呗，商家说没有收到钱	花呗付完钱后，商家没收到钱	1
32345	蚂蚁借呗最多能分多少期	现在蚂蚁借呗只能分***期和***期还吗	1
32346	我的花呗已经还了 为什么退款还退回到花呗	投诉花呗，明明退款已到账，还显示还款	0
32347	为什么我的蚂蚁借呗还是贷不了款	蚂蚁借呗怎么样借款	0
32348	花呗账单分期后下月的花呗账单还可以分期吗	花呗可以分月还款	0
32349	可是我的支付宝都登不了被冻结了，怎么解除	我之前有，然后换了个支付宝	0
32350	我的花呗不能在超市便利店使用	超市能用花呗不	0
32351	我手机丢了。想还花呗。记不住了怎么办	手机丢失，但是急用借呗怎么办	0
32352	花呗到期会自动扣款吗	花呗里有钱会自动还款吗	1
32353	使用花呗最低还款后操作 会影响信用度么	花呗还了最低还款额之后	0
32354	网商贷和蚂蚁借呗哪个好用	蚂蚁借呗是不是和网商贷是一样的	0
32355	***现在能不能进花呗	我的身份证过期，现在身份认证不了，没办法还花呗	0
32356	我点开，我的，怎么没有花呗	付款选项里没有花呗怎么办	0
32357	借呗借一天利息	借呗是每个月都有利息吗	0
32358	我淘宝店铺要开通花呗支付	花呗不是谁想用谁开通吗	0
32359	嘀嘀快车能不能用花呗	携程消费能用花呗吗	0
32360	我的花呗收款怎么不自持	为什么我不符合花呗收钱的条件	1
32361	蚂蚁借呗每月什么还款	我蚂蚁借呗借的钱还进去了 为什么没恢复额度	0
32362	借呗当前还款怎么不能提前操作还款	借呗想提前还款怎么还	0
32363	我想关闭借呗	关闭蚂蚁借呗	1
32364	有收钱码为啥顾客用不了花呗付款	我已开通二维码收款的花呗，信用卡支付功能。为什么客人不能用花呗，信用卡支付	0
32365	使用花呗会不会被记错金额	花呗不使用会付费吗	0
32366	我说我有没有开通花呗	我有开通花呗的资格了吗	0
32367	花呗分期后可以选择性提前还款吗	花呗己经分期的经额可以部分提前还款吗	0
32368	我花呗还清了不能申请吗	我花呗不了 你能不能帮我恢复回来	0
32369	我用花呗为什么还扣我支付宝上的钱，你	我加油站加油扫的支付宝，扫了之后，银行卡钱少了，花呗也扣了，为什么，扣我两次	0
32370	银行卡绑定不了花呗，怎么办	绑定了银行卡了怎么还是用不了花呗	0
32371	花呗分期服务商在哪里	花呗分期服务商	0
32372	蚂蚁借呗借三万元利息一个月是多少	借呗***的话利息多少	1
32373	蚂蚁借呗可以借三年的吗	借呗可以借三个月吗	0
32374	在淘宝买东西能用花呗吗	淘宝卖东西不可以用支付宝花呗吗	1
32375	花呗账号能否合并	如何合并花呗账户	1
32376	花呗还款日是***号之前，包括***号么	花呗上说九号之前还款 包不包括九号	1
32377	我得花呗什么时候提升额度	花呗额度提升会是什么时候	1
32378	花呗还款必须要用手机端吗	蚂蚁花呗还款只能在手机操作么	1
32379	怎么隐藏手机淘宝里的花呗	想把我的花呗隐藏	1
32380	为什么借呗提前还款显示不了额度	借呗提前一个月还款	0
32381	信用卡花呗收款码咋作	花呗收款大额收款	0
32382	花呗分期过后如何一次性还清	花呗分期以后怎么一次性还清	1
32383	收钱码为什么收不了别人花呗支付	为什么我的收钱码只能收三百以内的花呗	0
32384	上个月借呗还了多少钱	我的借呗应还多少	0
32385	为什么我的蚂蚁借呗额度三千我只借了两千上面显示我没有信用额度	为什么之前有蚂蚁借呗的入口，现在没有了	0
32386	多久才能通过蚂蚁借呗审核	借呗第一次审核不通过，要等多久才能审核	0
32387	借呗还款时间问题	借呗还款日期多少号	0
32388	为什么我花呗点进去不能分期	付款时为什么花呗不能分期	1
32389	信用度多少才可以开通花呗	芝麻信用分是多少可以开通花呗	0
32390	比如说这次我花呗要还*** 这***里面有个裤子是***元 我把裤子退货退款了 也退到花呗到账了 那我应该还是还*** 还是***	我用蚂蚁花呗购买了一个淘宝订单 退款收到	0
32391	如何消除花呗逾期负面几率	花呗负面记录多久能消除	0
32392	我要啥时候才能开通花呗	我什么时候用花呗了	0
32393	我的借呗给我把额度取消了	而且我的借呗一直没开通过	0
32394	比如我***号刷花呗，要到下个月的***号还款吗	这个月过了九号用花呗是到下个月还还是下下个月	1
32395	我以前有借呗现在怎么没有额度了	借呗还了款为什么显示没有额度	0
32396	分期期间还可以用花呗付款码	借呗到期还款了，可以选择分期或最低还款吗	0
32397	使用花呗钱后，如何还款	如何还花呗钱	0
32398	花呗逾期不能用什么时候可以用	我花呗有逾期了，后来还了，可以用吗	0
32399	花呗分期后下一期还可以分期吗	花呗上个月分期后，这个月还可以分期吗	0
32400	花呗还临时额度	花呗能不能给我***临时额度	0
32401	花呗交话费为什么会退款	用花呗手机充值，为何会退款	1
32402	可以两次花呗分期吗	花呗，能分期付款吗	0
32403	我用了花呗，但没有看到花呗的字样，怎么还花呗	我支付宝上面没有花呗，功能怎么搞	0
32404	为什么银行卡已经付款但是花呗还是要还款	为什么我的银行卡不能还花呗的钱了	0
32405	花呗分期活动卷哪里看	花呗分期免息券在哪里兑换	0
32406	花呗能自动还款	我的花呗怎么自动还款了	1
32407	花呗未出账跟已出账啥意思	花呗以出账和未出账	1
32408	蚂蚁借呗放款中能撤回吗	我的蚂蚁借呗一直显示在放款中是怎么回事	0
32409	不缺钱有必要开通花呗吗	开通花呗用验证码吗	0
32410	怎么用不了花呗购买	我怎么才能解约花呗 我不用	0
32411	电费支持花呗付款吗	花呗支持怎么支付不了	0
32412	我现还能用花呗吗	这笔钱是我用支付宝付的还是用的花呗	0
32413	花呗标识收钱码	商家收款码 花呗	1
32414	我的花呗账户冻结呀怎么	花呗账户被冻结怎么样才能解冻	0
32415	我得借呗借款没到 显示已经借款成功了	我的借呗钱还了，为什么还显示没还	0
32416	借呗怎么能提高到一万	蚂蚁借呗怎样提	0
32417	我的花呗怎么不能缴费	花呗交不了费	1
32418	为什么没有看到花呗账单分期	我用积分换了花呗分期券 没看到在哪儿 怎么用	0
32419	花呗收款是有额度的？那要怎么提高这个花呗收款的额度	怎么提高花呗的收款额度	0
32420	怎样才可以让支付宝收款二维码花呗	可以现金加花呗支付吗	0
32421	换个手机号开通花呗	怎么跟换开通花呗的支付宝	0
32422	如何永久关闭蚂蚁借呗	我想要永久关闭借呗	1
32423	水电费不用用花呗付款吗	花呗能否水电费	0
32424	蚂蚁借呗要怎样才能使用	要怎样使用才能开借呗	0
32425	我的花呗怎么看不到账单	我收到信息，花呗要我还款，我一看支付宝花呗关闭了	0
32426	花呗余额能都用玩吗	在支付宝能用花呗吗	0
32427	花呗礼包是临时额度吗	花呗临时额度为什么会失效	0
32428	我的蚂蚁借呗是还了的，为什么还会提示我没有还	借呗还款不了	0
32429	淘宝使用花呗在哪关闭短信	关闭花呗支付短信验证码	0
32430	做个花呗收钱码	花呗支付宝收款码	0
32431	花呗可以重新选额度	花呗可以关掉领时额度吗	0
32432	为什么我的借呗没额度，但是我信用不低	为什么信用额度高花呗额度低	0
32433	花呗最低还款次月还可以继续吗	花呗还最低款后利息怎么算	0
32434	花呗不支持大额支付	收款码不能收花呗支付	0
32435	系统什么时候再次评估借呗	借呗系统评估多久才能完	0
32436	我的花呗是什么意思，我怎么还欠钱了	退回的钱，为什么没在花呗里	0
32437	花呗还款期超过几天，会收利息费吗	花呗按归还日期归还有利息吗	0
32438	龙江银行绑在支付宝上，然后就可以还蚂蚁花呗里的分期	蚂蚁借呗支持龙江银行卡还款么	0
32439	我怎样可以使用蚂蚁花呗	我还想用花呗怎么办	1
32440	不还花呗，会影响借呗吗	修改手机号码，会影响花呗的评估吗	0
32441	我想知道我的借呗干嘛关闭了	我想关闭借呗可以吗	0
32442	不让余额宝自动还花呗	花呗只能用余额宝还款吗	0
32443	蚂蚁借呗为何变成了网商贷	网商贷突然变成借呗的原因	0
32444	申请借呗时候 为什么提醒说 今天人已经满了 让我明天再来	为什么我申请好了同意了为什么我的借呗显示不出来	0
32445	我的花呗账户不是我的号码怎么更改	电话号码更改了，怎么花呗的号码没有改过来	0
32446	收钱码和借呗有什么影响吗	收钱码和蚂蚁花呗	0
32447	买手机分期花呗得有多少钱	花呗分期最多能分多少期	0
32448	花呗支付支付宝里有钱会自动扣款吗	花呗还款会从支付宝扣吗	0
32449	信用分***可以开通花呗吗	新注册用户立刻可以开通花呗的吗	0
32450	花呗在美团用不了怎么回事	花呗为什么不可以，用美团	1
32451	查询借呗本月账单	能帮我查借呗的逾期账单吗	0
32452	怎么开通花呗额度	新开通花呗如何提额	0
32453	一号开通花呗啥时候还款	今天开通花呗今天买什么时候还款	1
32454	收货了怎么拿还花呗的钱	花呗朋友怎么帮我还	0
32455	花呗安全核实不成功	花呗安全验证	0
32456	蚂蚁借呗，***千***每月还多少钱	我这个月蚂蚁借呗还多少钱	0
32457	我的借呗上怎么没有点我	我的借呗开通了怎么又关闭了	0
32458	上个月使用蚂蚁花呗分期付款，这个月还可以使用吗	分期还款期间还能用花呗付款吗	1
32459	取消信用卡和花呗收款	商家码信用卡和花呗收钱没影响吧	0
32460	花呗还款的扣款顺序怎么查	怎么看花呗未还金额	0
32461	为什么我不可以开通花呗收款码	之前用的号码开通了花呗，号码不用了怎么办	0
32462	借呗可以多次借，一起还吗	现在还可以开通借呗吗	0
32463	我的借呗不小心提前还款了	蚂蚁借呗提前还款手续费多少	0
32464	我这边店铺开通花呗+信用卡支付问题	怎么开通信用卡与花呗服务	0
32465	密付不能用花呗吗	密付能不能用花呗或借呗	0
32466	蚂蚁借呗随借随还吗	蚂蚁借呗都还掉，然后在借可以吧	0
32467	花呗可以收款么	花呗能不能在手机上收款	1
32468	我的花呗不能用了	我的蚂蚁花呗分期不可用	0
32469	我是在还花呗的时候扣了***次款	我的钱被蚂蚁花呗扣了	0
32470	如何购买花呗免息券	花呗购物分期免息券	0
32471	能帮我恢复花呗额度吗	现在还了花呗会恢复吗	0
32472	借呗的期限能更改吗	我的借呗还款日能不能更改	1
32473	逾期之后多长时间能恢复花呗	花呗逾期后多会才能再用	1
32474	如何取消邀请朋友还花呗	邀请朋友帮忙换花呗怎么删除	0
32475	用花呗付款最多付多少	我离使用花呗还差多少	0
32476	借呗可以先息后本吗	蚂蚁借呗如果借了***可以先还***吗	0
32477	收钱码商家怎么开通花呗付款	如何开通收款码里的信用卡和花呗收款功能	0
32478	我是需要支持花呗付款	蚂蚁花呗支持线下还款嘛	0
32479	申请退款，花呗收手续费吗	花呗退款后还收手续费吗	1
32480	蚂蚁借呗能不能不提现	蚂蚁借呗可以改日期吗？蚂蚁花呗可以提现到五万	0
32481	我在借呗借了钱，到了还款日。我这边已经显示银行扣钱成功，为什么还逾期了	我的蚂蚁借呗还款为什么不能用我的银行卡了	0
32482	花呗怎么提高临时额度	花呗双***临时额度在哪里领取	0
32483	我关闭蚂蚁花呗还可以自动还款吗	花呗自动全额还款就自动余额里还了对吗	0
32484	几时还有借呗活动	借呗免息活动	0
32485	蚂蚁借呗逾期太久会怎么样	蚂蚁借呗逾期可以改成分期付款吗	0
32486	商家收款，花呗和信用卡付款是怎么扣手续费的	用花呗购物，需向卖家支付手续费	0
32487	什么时候蚂蚁花呗系统才审核	蚂蚁花呗逾期之后什么时候可以使用借呗	0
32488	逾期还款以后多久才能用花呗	支付宝使用多久才能用花呗	0
32489	蚂蚁借呗下午三点还款算不算逾期	借呗还款之后还是显示逾期	0
32490	借呗怎么不显示在外面	我得借呗还款了，为什么不显示	0
32491	花呗如何绑定淘宝上	花呗 怎么绑定淘宝	1
32492	借呗自动扣款的嘛	蚂蚁借呗自动还款不成功	0
32493	我什么时候用了花呗钱	我什么时候用花呗了我都不知道	1
32494	借呗提前还款会收违约金吗	借呗提前还款影响信用不	0
32495	我能延迟几天还花呗吗	别人可以帮我还花呗么	0
32496	在借呗借***一个月要还多少利息	借呗玉玉其实利息是多少	0
32497	为什么花呗充话费被退款	为什么我用花呗交话费，你们要给我退款	1
32498	花呗 补充信息完成不了	借呗信息完善不了	0
32499	蚂蚁借呗怎么总显示有风险而中断操作	为什么借呗一直提示当前操作存在风险	1
32500	我的蚂蚁借呗怎么找不到了	你能帮我看一下我为什么不能使用借呗吗？谢谢	0
32501	花呗收款暂不符合开通条件是怎么回事	为什么暂时不能开通商家花呗收款	1
32502	借呗今天还今天还可以再借吗	蚂蚁借呗还清了，可以立即再贷款吗	0
32503	我的花呗怎么交不了话费和电费了	为什么花呗缴纳电费不可以	0
32504	怎样使用花呗在淘宝买衣服	如何才能在淘宝使用花呗	1
32505	我的花呗怎么开不起了	我不符合花呗开通条件是什么意思	0
32506	花呗可以借钱呵	花呗号码可以换吗	0
32507	我的借呗免息券在哪里	借呗***天免息卷在哪里领取	0
32508	两笔借呗同一天还吗	借呗只有一个还款日期吗	0
32509	怎么收款不了花呗	口碑无法花呗收款	0
32510	开通借呗资料有什么	把借呗给我开通下	0
32511	花呗可以先还一半吗	可是商品***以上才能用花呗	0
32512	系统什么时候评估出结果开通借呗	一般借呗是什么时候评估	0
32513	不让我开通花呗	开通花呗能换账号吗	0
32514	如何设置花呗顺序	在哪里设置借呗还款顺序	0
32515	怎么我切换不到花呗	怎么切换蚂蚁花呗收款	0
32516	麻烦回答下，借呗怎么用	我借呗怎么没额度了	0
32517	我想完全取消借呗，怎么取消	如果想取消蚂蚁借呗怎么取消	1
32518	借呗分期还还能不能借	能不能把借呗开通了	0
32519	花呗逾期***天怎么算	为什么我花呗、借呗从没有逾期，怎么借呗没有了	0
32520	我激活花呗为什么查询账单一直加载	我的支付宝里面为什么看不了花呗账单	0
32521	购物用的余额宝的钱可以用花呗吗	把钱存余额宝里面对开通借呗有用吗	0
32522	如果我一号用花呗买的东西是这个月还是下个月	我用花呗买了一元的小黄车月卡	0
32523	系统什么时候进行借呗风险评估	系统一般好久评估一下借呗	0
32524	花呗要帮定银行卡才会有机会提高额度吗	花呗额度一定的绑银行卡吗	0
32525	密付不能用花呗支付吗	密付能从花呗扣款吗	0
32526	在花呗上订的酒店	我之前用花呗定的酒店	1
32527	就买了一张车票为什么花呗显示两张车票	我用蚂蚁花呗订了一张火车票，改签了，为什么付了两张车票的钱	0
32528	借呗***天怎么操作	怎么可以用借呗	0
32529	蚂蚁花呗一个月应还款金额账单明细怎么查询	花呗查明细，花呗怎么还款，怎么操作	0
32530	为什么我的信誉良好，蚂蚁借呗几个月都没有提额	我为什么没了借呗	0
32531	借呗每个月几号还，你	借呗当月也还吗	0
32532	花呗逾期三天有影响么	花呗逾期不还会影响贷款吗	0
32533	当面付能不能使用花呗	当面付可以用花呗和信用卡吗	0
32534	我还花呗和花呗分期的区别	我在京东分期买的东西不是免息的吗	0
32535	花呗分期后继续使用花呗还可以分期吗	花呗购买东西后在分期可以吗	0
32536	我的借呗暂停使用，什么时候恢复	什么时候借呗能恢复	1
32537	用花呗付款，现需退款	支付宝花呗退款	0
32538	花呗被冻结，什么时候能再次使用	我的蚂蚁花呗什么时候能解封	0
32539	花呗确认收货后退款	我用花呗分期付款，但还没有确认收货	0
32540	显示喊我在 安全管家里 开通花呗，怎么 还	我花呗显示没开通，但我淘宝上怎么可以用，那样我怎么还款	0
32541	昨天我借呗还了。为什么还逾期	我借呗今天是不是逾期了	0
32542	花呗有付款有限制吗	花呗一天交易有上限吗	0
32543	怎样跟帮商家开通花呗支付	商家如何开通花呗收钱	1
32544	借呗和花呗已经还了，为什么还显示有其他贷款逾期	我花呗还款了，为什么显示还没还	0
32545	我现在花呗下个月还款是***，为什么不能账单分期了	这个月蚂蚁花呗还款为什么不能账单分期了	1
32546	蚂蚁借呗为什么不能借***月期	蚂蚁借呗怎么借不了***期	0
32547	花呗为什么充值不了也买不了东西了	为什么不能用花呗充值啦	1
32548	为什么花呗额度无法使用	为什么没显示花呗支付	0
32549	蚂蚁借呗怎么样手动还分期	借呗怎么还款日期变短了	0
32550	消费花呗还有扫脸验证	花呗只能扫脸认证吗	0
32551	去饭店吃饭可以用花呗那吗	花呗可以入住酒店吗	0
32552	花呗自动还款什么意思	今天系统咋自动还款一百花呗了	0
32553	蚂蚁花呗晚一天还款会影响信誉吗	花呗逾期一天款行有影响吗	0
32554	蚂蚁花呗如果预期没还会有什么后果	花呗分期逾期未还有什么影响	1
32555	实体店花呗支付限额是多少	花呗最低还款是消费额度的多少	0
32556	为什么我的支付宝有两个账号	我的支付宝都没有开通花呗的	0
32557	如何解除以绑定的花呗账号	怎么解除花呗身份证绑定	0
32558	花呗一日只可以用一次	花呗额度只能用一半	0
32559	我***月借呗欠款还成功了吗	借呗是要每个月都还款吗	0
32560	我为什么没有花呗可用	我的这个号为什么没花呗	1
32561	蚂蚁借呗是不是替换成网商贷了	网商银行与蚂蚁借呗	0
32562	借呗免息券不能兑换	借呗借***可以用兑换的免息券	0
32563	借呗逾期半天	借呗逾期后几天会影响信用	0
32564	借呗还款写是***号最后还款期是什么时候	借呗是几号还	0
32565	怎么提前还清分期花呗	花呗怎么提前自动还款	0
32566	奖励金能在花呗里抵扣吗	淘宝能一半花呗一半现金吗	0
32567	一个支付宝绑定一个淘宝账户，也就是说一个人只能有***个淘宝呗	我自己支付宝里就有钱 但是我还是需要把钱提到卡里 然后再把钱弄到另一个帐户里 再还花贝	0
32568	蚂蚁借呗借用几天全部还款可以吗	蚂蚁借呗每个月的几号还钱	0
32569	借呗提前还款会影响个人信用吗	蚂蚁借呗主动提前还款会不会影响信用	1
32570	借呗怎么不能借***个月	蚂蚁借呗没办法借***个月	1
32571	为什么花呗付款没有了	我的蚂蚁花呗额度怎么为付的了	0
32572	我的花呗为什么不能重复付款	用花呗还款好象重复付款了	0
32573	我买了东西可以分期还款吗	我花呗逾期了	0
32574	花呗提前还款了，可以撤回吗	现在可以还清花呗，取消花呗	0
32575	另一个账户显示已开通花呗，但已经关闭了	其中有一个账户开通花呗。想着关了这个。开另一个账户的花呗	0
32576	花呗还款是自动从绑定银行卡扣除吗	开通了花呗，到还款期限，花呗自动扣款吗	0
32577	为什么我的淘宝支付不能用花呗	哪些商品支持花呗支付	0
32578	我前几天 从花呗里用了 ***。刚才还***	***号用花呗 ***号要还吗	0
32579	借呗的还款周期为什么只有六个月和***个月	为什么借呗默认借款日期只有***个月和***个月	1
32580	花呗在开通、关闭后，可不可以再开通再关闭，再开通再关闭，再开通再关闭，再开通再关闭	开通花呗之后可以关闭吗	0
32581	什么原因没有造成我无法使用借呗的	我花呗都能开，借呗为什么开不了	0
32582	收钱码花呗付款的费率是多少	我收钱码怎么收花呗	0
32583	花呗一定月额度是多少	我花呗最高一次付多少	0
32584	借呗的额度能不能降低了不改	借呗额度能降嘛	0
32585	我花呗的钱怎么充了***遍还没有到账	蚂蚁花呗还了没到账	1
32586	我的借呗怎么给停了	之前把我的借呗封了	1
32587	蚂蚁借呗用怎么样才可以使用	我蚂蚁借呗暂无额度，需要怎样才可以弄回来	0
32588	我卖材料的，有时候客户都要用花呗付给我	但有的顾客在这边消费，使用花呗付款，我们店被限额***	0
32589	用蚂蚁花呗支付收不收手续费或者利息	蚂蚁花呗有支付服务费么	1
32590	为什么我的借呗不能额度调整了	为什么我的额度被调整了	0
32591	还花呗剩余期数	花呗我都跟期还款啦	0
32592	为什么我借呗钱还清额度什么时候恢复	给我恢复借呗额度可以不	0
32593	我刚才在借呗借了钱什么时候能到	蚂蚁借呗当天借什么时候到账	1
32594	花呗支持充中石化的加油卡吗	加油卡充值能使用花呗吗	1
32595	花呗分期里修改金额是什么	花呗修改返还金额	0
32596	花呗额度不够分期手机怎么办	我想分期***的商品，但花呗额度不够怎么办	1
32597	如何通过花呗交水电费	为什么只能用花呗交电费	0
32598	蚂蚁花呗一天能付款几次	花呗一天内可以支付消费几次	1
32599	为什么招商银行卡今天不能用来还花呗	花呗还款为什么不能分期	0
32600	花呗可以滴滴打车吗	蚂蚁花呗可以在饿了吗使用吗	0
32601	我还了借呗会不会关闭我的借呗	我关闭蚂蚁借贝	0
32602	收钱码不能花呗收款吗	花呗收款营业执照同门口不同可以吗	0
32603	我从没申请过花呗缴付电费，怎么回事	花呗交电费，已扣费，电费余额不更新，怎么回事	0
32604	我申请借呗哪个条件不满足	我的条件满足申请借呗吗	0
32605	蚂蚁借呗还款日最晚几点还款	借呗还款日当天最晚是几点	1
32606	我今天一支付宝上用了花呗***，元，现在能还吗	如果今天花呗用了，这个月***日要还吗	0
32607	商品金额超出花呗可用额度为什么还能付款	额度是***为啥还能用花呗付款	0
32608	蚂蚁借呗怎能还款	怎样设置借呗的还款顺序	0
32609	借呗钱可以体现吗	借呗借到银行卡可以立即到账吗	0
32610	花呗分期付款可以用几次	花呗不是属于分期	0
32611	我的花呗额度这个什么时候到帐了	借呗什么时候到涨	0
32612	兑换花呗分期免息券	如何领花呗免息卷	0
32613	我以前使用的手机号已经不在使用，上面有借呗	之前用的手机号不用了，现在这个支付宝账户用不了芝麻借呗	0
32614	怎样取消花呗绑定的自动还款账户	请取消自动设置花呗付款	0
32615	花呗最低还款后剩余的全部要在下个月还吗	花呗最低还款还扣款	0
32616	花呗能分期嘛	我给花呗还款可以分期吗	1
32617	花呗自动还款会一直扣余额宝上的钱	花呗会自动还款吧？	0
32618	如果这个月的花呗超过了额度会不会影响积分	积分到期影响借呗额度么	0
32619	花呗我还清了吗	我的花呗这个是不是已经还清了	1
32620	借呗的还款方式能告诉我吗	我说的是蚂蚁借呗，如何还款	1
32621	我现在开通花呗额度有多少	能帮我看一下我以前的花呗额度是多少	0
32622	在花呗，没有到卡上	借呗借出的钱系统提示到卡上了，为什么卡上没有收到	0
32623	花呗可以先还一半再分期吗	花呗可以借	0
32624	蚂蚁借呗，延期还款	借呗，逾期两天	0
32625	花呗被冻结了怎么恢复	我的花呗被冻结了	0
32626	我的收款二维码的花呗收款有额度限制吗	花呗收款有限制	1
32627	更改了支付宝号怎么还花呗	怎么替另一个支付宝花呗还款	0
32628	节假日期间蚂蚁借呗什么时候能到账	借呗啥时候能到账银行卡呀	0
32629	蚂蚁借呗***分六期，一个月还多少	蚂蚁借呗为什么只能分六期	0
32630	我使用了花呗分期付款	为啥我的花呗分期没法使用	0
32631	花呗逾期后还清什么时候可以用	花呗逾期后还上了多久才能用	1
32632	哪里可以打开花呗	花呗在页面哪里	1
32633	我的借呗怎么不显示	借呗为什么不显示兰州银行卡	0
32634	花呗充错了号码	我冲话费充错了，用的花呗支付的	1
32635	花呗额度不低于商品价钱才能分期么	商品价格大于花呗额度但能分期	0
32636	我是问借呗什么时候恢复额度	借呗逾期什么时间恢复	0
32637	我得借呗关闭是什么原因	借呗下边有个点我是什么	0
